doi,type of publication,repository link,link to publication,title,authors,title of the journal etc,number etc,relevant pages,ISBN,publisher,place of publication,year of publication,open access,peer reviewed
10.3390/e21040350,Article in Journal,https://www.mdpi.com/1099-4300/21/4/350/htm,http://dx.doi.org/10.3390/e21040350,Making the Environment an Informative Place: A Conceptual Analysis of Epistemic Policies and Sensorimotor Coordination,"Giovanni Pezzulo, Stefano Nolfi","Entropy, Vol. 21, No. 4",,,,MDPI AG,,2019,Gold,True
10.3389/fnhum.2019.00105,Article in Journal,None,http://dx.doi.org/10.3389/fnhum.2019.00105,Beyond Research Ethics: Dialogues in Neuro-ICT Research,"Bernd Carsten Stahl, Simisola Akintoye, B. Tyr Fothergill, Manuel Guerrero, Will Knight, Inga Ulnicane","Frontiers in Human Neuroscience, Vol. 13",,,,Frontiers Media SA,,2019,Green,False
10.1371/journal.pbio.2006405,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6457573/,http://dx.doi.org/10.1371/journal.pbio.2006405,Areal differences in depth cue integration between monkey and human,"Marcelo Armendariz, Hiroshi Ban, Andrew E. Welchman, Wim Vanduffel","PLOS Biology, Vol. 17, No. 3",,,,Public Library of Science (PLoS),,2019,Gold,True
10.3389/fnana.2019.00035,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6445857/,http://dx.doi.org/10.3389/fnana.2019.00035,Tailored Sample Mounting for Light-Sheet Fluorescence Microscopy of Clarified Specimens by Polydimethylsiloxane Casting,"Antonino Paolo Di Giovanna, Caterina Credi, Alessandra Franceschini, Marie Caroline Müllenbroich, Ludovico Silvestri, Francesco Saverio Pavone","Frontiers in Neuroanatomy, Vol. 13",,,,Frontiers Media SA,,2019,Gold,True
10.3389/fnins.2019.00231,Article in Journal,https://www.frontiersin.org/articles/10.3389/fnins.2019.00231/full,http://dx.doi.org/10.3389/fnins.2019.00231,SpiNNTools: The Execution Engine for the SpiNNaker Platform,"Andrew G. D. Rowley, Christian Brenninkmeijer, Simon Davidson, Donal Fellows, Andrew Gait, David R. Lester, Luis A. Plana, Oliver Rhodes, Alan B. Stokes, Steve B. Furber","Frontiers in Neuroscience, Vol. 13",,,,Frontiers Media SA,,2019,Gold,True
None,Publication In Conference Or Workshop,https://pub.uni-bielefeld.de/record/2935328,https://researcher.watson.ibm.com/researcher/files/us-ealtman/FastPath2019_Program.pdf,Benchmarking and Characterization of event-based Neuromorphic Hardware,"Christoph Ostrau, Christian Klarhorst, Michael Thies, Ulrich Rückert",FastPath 2019 - Sixth International Workshop on Performance Analysis of Machine Learning Systems,,,,None,,2019,Green,True
None,Paper In Conference Or Workshop,None,https://www.uni-weimar.de/fileadmin/user/fak/medien/professuren/Virtual_Reality/documents/publications/2019-collaborative-vr-neurorobotics-lab.pdf,The Collaborative Virtual Reality Neurorobotics Lab,"Carl Matthes, Tim Weissker, Emmanouil Angelidis, Alexander Kulik, Stephan Beck, Andre Kunert, Anton Frolov, Sandro Weber, Adrian Kreskowski, Bernd Froehlich",None,,,,In Proceedings of the 2nd Workshop on Neuroscience and Virtuality,,2019,Green,True
None,Paper In Conference Or Workshop,None,https://www.uni-weimar.de/fileadmin/user/fak/medien/professuren/Virtual_Reality/documents/publications/2019-multi-ray-jumping-ieee-vr-preprint.pdf,Multi-Ray Jumping: Comprehensible Group Navigation for Collocated Users in Immersive Virtual Reality,"Tim Weissker, Alexander Kulik, Bernd Froehlich",None,,,,IEEE Conference on Virtual Reality and 3D User Interfaces,,2019,No,True
10.1101/586149,Article in Journal,https://www.biorxiv.org/content/10.1101/586149v1?rss=1,http://dx.doi.org/10.1101/586149,Measures of states of consciousness during attentional and cognitive load,"André S. Nilsen, Bjørn E. Juel, Johan F. Storm",BioRxiv,,,,Cold Spring Harbor Laboratory,,2019,Green,False
None,Unknown,https://arxiv.org/abs/1903.08941,https://arxiv.org/abs/1903.08941,Dynamic Power Management for Neuromorphic Many-Core Systems,"Sebastian Hoeppner, Bernhard Vogginger, Yexin Yan, Andreas Dixius, Stefan Scholze, Johannes Partzsch, Felix Neumaerker, Stephan Hartmann, Stefan Schiefer, Georg Ellguth, Love Cederstroem, Luis Plana, Jim Garside, Steve Furber, Christian Mayr",None,,,,None,,2019,Gold,False
10.1109/TBCAS.2019.2906401,Article in Journal,https://arxiv.org/abs/1903.08500,http://dx.doi.org/10.1109/tbcas.2019.2906401,Efficient Reward-Based Structural Plasticity on a SpiNNaker 2 Prototype,"Yexin Yan, David Kappel, Felix Neumaerker, Johannes Partzsch, Bernhard Vogginger, Sebastian Hoeppner, Steve Furber, Wolfgang Maass, Robert Legenstein, Christian Mayr",IEEE Transactions on Biomedical Circuits and Systems,,,,Institute of Electrical and Electronics Engineers (IEEE),,2019,Gold,True
None,Paper In Conference Or Workshop,https://infoscience.epfl.ch/record/261315/files/DATE19-SVM.pdf,https://infoscience.epfl.ch/record/261315/files/DATE19-SVM.pdf,Tailoring SVM Inference for Resource-Efficient ECG-Based Epilepsy Monitors,"Ferretti, L., Ansaloni, G., Pozzi, L., Aminifar, A., Atienza, D., Cammoun, L., and Ryvlin, P","Design, Automation and Test in Europe (DATE) conference",,,,IEEE,,2019,Green,True
None,Paper In Conference Or Workshop,https://infoscience.epfl.ch/record/261181/files/Self_learning_paper_CameraReady.pdf,https://infoscience.epfl.ch/record/261181/files/Self_learning_paper_CameraReady.pdf,A Self-Learning Methodology for Epileptic Seizure Detection with Minimally-Supervised Edge Labeling,"Pascual, D., Aminifar, A., and Atienza, D.","Design, Automation and Test in Europe (DATE) conference. 2019",,,,IEEE,,2019,Green,True
10.1016/j.media.2019.03.001,Article in Journal,https://hal.inria.fr/hal-02068389/document,http://dx.doi.org/10.1016/j.media.2019.03.001,Population shrinkage of covariance (PoSCE) for better individual brain functional-connectivity estimation,"Mehdi Rahim, Bertrand Thirion, Gaël Varoquaux","Medical Image Analysis, Vol. 54, Issue (2019), page 138",,,,Elsevier BV,,2019,Green,True
10.7554/eLife.43464,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6483597/,http://dx.doi.org/10.7554/elife.43464,Empirical examination of the replicability of associations between brain structure and psychological variables,"Shahrzad Kharabian Masouleh, Simon B Eickhoff, Felix Hoffstaedter, Sarah Genon, Alzheimer’s Disease Neuroimaging Initiative","eLife, Vol. 8",,,,"eLife Sciences Publications, Ltd",,2019,Gold,True
10.1098/rstb.2018.0025,Article in Journal,https://royalsocietypublishing.org/doi/10.1098/rstb.2018.0025,http://eprints.whiterose.ac.uk/141650/,Memory and Mental Time Travel in Humans and Social Robots,"Tony Prescott*, Daniel Camilleri, Uriel Martinez-Hernandez, Andreas Damianou, Neil D. Lawrence",Philosophical Transactions of the Royal Society B: Biological Sciences,,,,The Royal Society,,2019,Gold,True
10.3389/fnana.2019.00028,Article in Journal,https://www.frontiersin.org/articles/10.3389/fnana.2019.00028/full,http://dx.doi.org/10.3389/fnana.2019.00028,InTool Explorer: An Interactive Exploratory Analysis Tool for Versatile Visualizations of Neuroscientific Data,"Diana Furcila, Marcos García, Cosmin Toader, Juan Morales, Antonio LaTorre, Ángel Rodríguez, Luis Pastor, Javier DeFelipe, Lidia Alonso-Nanclares","Frontiers in Neuroanatomy, Vol. 13",,,,Frontiers Media SA,,2019,Green,True
10.1101/568030,Article in Journal,http://dx.doi.org/10.1101/568030,http://dx.doi.org/10.1101/568030,Whisking signals motor preparation and the behavioral state of mice,"Sina E. Dominiak, Mostafa A. Nashaat, Keisuke Sehara, Hatem Oraby, Matthew E. Larkum, Robert N.S. Sachdev",None,,,,Cold Spring Harbor Laboratory,,2019,Green,False
10.3389/fncel.2019.00084,Article in Journal,https://www.frontiersin.org/article/10.3389/fncel.2019.00084,http://dx.doi.org/10.3389/fncel.2019.00084,Long-Lasting Response Changes in Deep Cerebellar Nuclei in vivo Correlate With Low-Frequency Oscillations,"Letizia Moscato, Ileana Montagna, Licia De Propris, Simona Tritto, Lisa Mapelli, Egidio D’Angelo","Frontiers in Cellular Neuroscience, Vol. 13",,,,Frontiers Media SA,,2019,Gold,True
10.1016/j.neuroimage.2019.02.055,Article in Journal,https://www.sciencedirect.com/science/article/pii/S105381191930151X?via%3Dihub,https://www.ncbi.nlm.nih.gov/pubmed/?term=10.1016%2Fj.neuroimage.2019.02.055,MEDUSA: A GPU-based tool to create realistic phantoms of the brain microstructure using tiny spheres,"Kévin Ginsburger, Felix Matuschke, Fabrice Poupon, Jean-François Mangin, Markus Axer, Cyril Poupon","NeuroImage, Vol. 193",,,,Elsevier BV,,2019,Gold,True
10.3389/fnbot.2019.00009,Article in Journal,None,https://www.frontiersin.org/articles/10.3389/fnbot.2019.00009/full,Body randomization reduces the sim-to-real gap for compliant quadruped locomotion,"Alexander Vandesompele, Gabriel Urbain, Hossain Mahmud, Francis wyffels, Joni Dambre","Frontiers in Neurorobotics, Vol. 13",,,,Frontiers in Neurorobotics,,2019,Gold,True
10.1371/journal.pcbi.1006729,Article in Journal,None,http://dx.doi.org/10.1371/journal.pcbi.1006729,Computational geometry for modeling neural populations: From visualization to simulation,"Marc de Kamps, Mikkel Lepperød, Yi Ming Lai","PLOS Computational Biology, Vol. 15, No. 3",,,,Public Library of Science (PLoS),,2019,Gold,True
10.1007/s00213-019-05189-0,Article in Journal,https://link.springer.com/article/10.1007%2Fs00213-019-05189-0,http://dx.doi.org/10.1007/s00213-019-05189-0,An automated home-cage-based 5-choice serial reaction time task for rapid assessment of attention and impulsivity in rats,"B. Bruinsma, H. Terra, S. F. de Kloet, A. Luchicchi, A. J. Timmerman, E. Remmelink, M. Loos, Tommy Pattij, Huibert D. Mansvelder",Psychopharmacology,,,,Springer Nature,,2019,Gold,True
10.1016/j.cub.2019.01.077,Article in Journal,https://www.sciencedirect.com/science/article/pii/S0960982219301368,http://dx.doi.org/10.1016/j.cub.2019.01.077,A Computational Model of Visual Recognition Memory via Grid Cells,"Andrej Bicanski, Neil Burgess","Current Biology, Vol. 29, No. 6",,,,Elsevier BV,,2019,Gold,True
10.3389/fneur.2019.00165,Article in Journal,https://www.frontiersin.org/articles/10.3389/fneur.2019.00165/full,http://dx.doi.org/10.3389/fneur.2019.00165,Editorial: Between Theory and Clinic: The Contribution of Neuroimaging in the Field of Consciousness Disorders,"Olivia Gosseries, Caroline Schnakers, Steven Laureys","Frontiers in Neurology, Vol. 10",,,,Frontiers Media SA,,2019,Gold,True
10.3389/fnsys.2019.00008,Article in Journal,https://www.frontiersin.org/articles/10.3389/fnsys.2019.00008/full,http://dx.doi.org/10.3389/fnsys.2019.00008,Reappearance of Command-Following Is Associated With the Recovery of Language and Internal-Awareness Networks: A Longitudinal Multiple-Case Report,"Charlène Aubinet, Rajanikant Panda, Stephen Karl Larroque, Helena Cassol, Mohamed Ali Bahri, Manon Carrière, Sarah Wannez, Steve Majerus, Steven Laureys, Aurore Thibaut","Frontiers in Systems Neuroscience, Vol. 13",,,,Frontiers Media SA,,2019,Gold,True
10.1038/sdata.2019.28,Article in Journal,https://www.nature.com/articles/sdata201928.pdf,https://www.nature.com/articles/sdata201928,Brain-wide distribution of reporter expression in five transgenic tetracycline-transactivator mouse lines,"Sveinung Lillehaug, Michael J. Yetman, Maja A. Puchades, Martyna M. Checinska, Heidi Kleven, Joanna L. Jankowsky, Jan G. Bjaalie, Trygve B. Leergaard",Scientific Data,,,,Nature Research,,2019,Gold,True
10.1088/1741-2552/ab03a1,Article in Journal,https://iopscience.iop.org/article/10.1088/1741-2552/ab03a1/meta,http://dx.doi.org/10.1088/1741-2552/ab03a1,How does the presence of neural probes affect extracellular potentials?,"Alessio Paolo Buccino, Miroslav Kuchta, Karoline Horgmo Jæger, Torbjørn Vefferstad Ness, Pierre Berthet, Kent-Andre Mardal, Gert Cauwenberghs, Aslak Tveito","Journal of Neural Engineering, Vol. 16, No. 2",,,,IOP Publishing,,2019,Gold,True
10.1073/pnas.1814504116,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6421420/,http://dx.doi.org/10.1073/pnas.1814504116,Columnar clusters in the human motion complex reflect consciously perceived motion axis,"Marian Schneider, Valentin G. Kemper, Thomas C. Emmerling, Federico De Martino, Rainer Goebel","Proceedings of the National Academy of Sciences, 116 (11) 5096-5101",,,,Proceedings of the National Academy of Sciences,,2019,Gold,True
10.1371/journal.pcbi.1006805,Article in Journal,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1006805#sec015,http://dx.doi.org/10.1371/journal.pcbi.1006805,Controlling seizure propagation in large-scale brain networks,"Simona Olmi, Spase Petkoski, Maxime Guye, Fabrice Bartolomei, Viktor Jirsa","PLOS Computational Biology, Vol. 15, No. 2",,,,Public Library of Science (PLoS),,2019,Gold,True
10.1038/s41467-019-08796-9,Article in Journal,http://dx.doi.org/10.1038/s41467-019-08796-9,http://dx.doi.org/10.1038/s41467-019-08796-9,Rationally designed azobenzene photoswitches for efficient two-photon neuronal excitation,"Gisela Cabré, Aida Garrido-Charles, Miquel Moreno, Miquel Bosch, Montserrat Porta-de-la-Riva, Michael Krieg, Marta Gascón-Moya, Núria Camarero, Ricard Gelabert, José M. Lluch, Félix Busqué, Jordi Hernando, Pau Gorostiza, Ramon Alibés","Nature Communications, Vol. 10, No. 1",,,,Springer Nature,,2019,Gold,True
https://arxiv.org/abs/1902.08599,Article in Journal,https://arxiv.org/abs/1902.08599,https://arxiv.org/abs/1902.08599,Slow Waves Analysis Pipeline for extracting the Features of the Bi-Modality from the Cerebral Cortex of Anesthetized Mice,"Giulia De Bonis, Miguel Dasilva, Antonio Pazienti, Maria Victoria Sanchez-Vives, Maurizio Mattia, Pier Stanislao Paolucci",None,,,,arXiv,,2019,Green,False
10.1073/pnas.1805561116,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6369784/,http://dx.doi.org/10.1073/pnas.1805561116,"Submillimeter fMRI reveals a layout of dorsal visual cortex in macaques, remarkably similar to New World monkeys","Qi Zhu, Wim Vanduffel","Proceedings of the National Academy of Sciences, 16 (6) 2306-2311",,,,Proceedings of the National Academy of Sciences,,2019,Gold,True
10.1109/ACCESS.2019.2900122,Article in Journal,https://ieeexplore.ieee.org/document/8643931,http://dx.doi.org/10.1109/access.2019.2900122,A Fast Solver for Large Tridiagonal Systems on Multi-Core Processors (Lass Library),"Pedro Valero-Lara, Diego Andrade, Raul Sirvent, Jesus Labarta, Basilio B. Fraguela, Ramon Doallo","IEEE Access, Vol. 7",,,,Institute of Electrical and Electronics Engineers (IEEE),,2019,Gold,True
10.3389/fnhum.2019.00044,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6384251/,http://dx.doi.org/10.3389/fnhum.2019.00044,"Genes, Cells and Brain Areas of Intelligence","Natalia A. Goriounova, Huibert D. Mansvelder","Frontiers in Human Neuroscience, Vol. 13",,,,Frontiers Media SA,,2019,Gold,True
10.1002/mds.27628,Article in Journal,https://onlinelibrary.wiley.com/doi/full/10.1002/mds.27628,http://dx.doi.org/10.1002/mds.27628,Parkinson's disease: Is it a consequence of human brain evolution?,"Nico J. Diederich, D. James Surmeier, Toshiki Uchihara, Sten Grillner, Christopher G. Goetz",Movement Disorders,,,,Wiley,,2019,Gold,True
10.1038/s41598-019-38506-w,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6374401/,http://dx.doi.org/10.1038/s41598-019-38506-w,Diattenuation Imaging reveals different brain tissue properties,"Miriam Menzel, Markus Axer, Katrin Amunts, Hans De Raedt, Kristel Michielsen","Scientific Reports, Vol. 9, No. 1",,,,Springer Nature,,2019,Gold,True
10.1101/508697,Article in Journal,https://www.biorxiv.org/content/biorxiv/early/2019/01/02/508697.full.pdf,http://dx.doi.org/10.1101/508697,Increased signal diversity/complexity of spontaneous EEG in humans given sub-anaesthetic doses of ketamine,"Nadine Farnes, Bjørn Erik Juel, André Sevenius Nilsen, Luis Romundstad, Johan Fredrik Storm",biorxiv,,,,Cold Spring Harbor Laboratory,,2019,Green,False
10.1016/j.celrep.2019.01.074,Article in Journal,https://doi.org/10.1016/j.celrep.2019.01.074,http://dx.doi.org/10.1016/j.celrep.2019.01.074,Electrical Compartmentalization in Neurons,"Willem A.M. Wybo, Benjamin Torben-Nielsen, Thomas Nevian, Marc-Oliver Gewaltig","Cell Reports, Vol. 26, No. 7",,,,Elsevier BV,,2019,Gold,True
10.3389/fncel.2019.00021,Article in Journal,https://www.frontiersin.org/articles/10.3389/fncel.2019.00021/full,http://dx.doi.org/10.3389/fncel.2019.00021,Default Mode Network Structural Integrity and Cerebellar Connectivity Predict Information Processing Speed Deficit in Multiple Sclerosis,"Giovanni Savini, Matteo Pardini, Gloria Castellazzi, Alessandro Lascialfari, Declan Chard, Egidio D’Angelo, Claudia A. M. Gandini Wheeler-Kingshott","Frontiers in Cellular Neuroscience, Vol. 13",,,,Frontiers Media SA,,2019,Green,True
10.1038/s41467-019-08550-1,Article in Journal,https://www.nature.com/articles/s41467-019-08550-1#Ack1,http://dx.doi.org/10.1038/s41467-019-08550-1,Differential influences of environment and self-motion on place and grid cell firing,"Guifen Chen, Yi Lu, John A King, Francesca Cacucci, Neil Burgess","Nature Communications, Vol. 10, No. 1",,,,Springer Nature,,2019,Gold,True
10.1038/s41467-019-08500-x,Article in Journal,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6365564/,http://dx.doi.org/10.1038/s41467-019-08500-x,Combining lifestyle risks to disentangle brain structure and functional connectivity differences in older adults,"Nora Bittner, Christiane Jockwitz, Thomas W. Mühleisen, Felix Hoffstaedter, Simon B. Eickhoff, Susanne Moebus, Ute J. Bayen, Sven Cichon, Karl Zilles, Katrin Amunts, Svenja Caspers","Nature Communications, Vol. 10, No. 1",,,,Springer Nature,,2019,Gold,True
10.1016/j.conb.2018.09.002,Article in Journal,None,http://dx.doi.org/10.1016/j.conb.2018.09.002,Computational roles of plastic probabilistic synapses,"Milton Llera-Montero, João Sacramento, Rui Ponte Costa","Current Opinion in Neurobiology, Vol. 54",,,,Elsevier BV,,2019,Gold,False
10.1109/EMPDP.2019.8671627,Publication In Conference Or Workshop,https://arxiv.org/abs/1812.04974,http://dx.doi.org/10.1109/empdp.2019.8671627,Real-Time Cortical Simulations: Energy and Interconnect Scaling on Distributed Systems,"Francesco Simula, Elena Pastorelli, Pier Stanislao Paolucci, Michele Martinelli, Alessandro Lonardo, Andrea Biagioni, Cristiano Capone, Fabrizio Capuani, Paolo Cretaro, Giulia De Bonis, Francesca Lo Cicero, Luca Pontisso, Piero Vicini, Roberto Ammendola","2019 27th Euromicro International Conference on Parallel, Distributed and Network-Based Processing (PDP)",,,,IEEE,,2019,Green,True
10.1126/sciadv.aat7603,Article in Journal,http://advances.sciencemag.org/content/5/2/eaat7603,http://dx.doi.org/10.1126/sciadv.aat7603,Human consciousness is supported by dynamic complex patterns of brain signal coordination,"A. Demertzi, E. Tagliazucchi, S. Dehaene, G. Deco, P. Barttfeld, F. Raimondo, C. Martial, D. Fernández-Espejo, B. Rohaut, H. U. Voss, N. D. Schiff, A. M. Owen, S. Laureys, L. Naccache, J. D. Sitt","Science Advances, Vol. 5, No. 2",,,,American Association for the Advancement of Science (AAAS),,2019,Gold,True
10.1016/j.neuroimage.2018.10.070,Article in Journal,https://www.sciencedirect.com/science/article/pii/S1053811918320512?via%3Dihub,http://dx.doi.org/10.1016/j.neuroimage.2018.10.070,Fiber length profiling: A novel approach to structural brain organization,"Claude J. Bajada, Jan Schreiber, Svenja Caspers","NeuroImage, Vol. 186",,,,Elsevier BV,,2019,Gold,True
10.1016/j.neuron.2019.01.005,Article in Journal,https://www.cell.com/neuron/fulltext/S0896-6273(19)30006-6?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0896627319300066%3Fshowall%3Dtrue,http://dx.doi.org/10.1016/j.neuron.2019.01.005,The Human Brain Project: Responsible Brain Research for the Benefit of Society,"Arleen Salles, Jan G. Bjaalie, Kathinka Evers, Michele Farisco, B. Tyr Fothergill, Manuel Guerrero, Hannah Maslen, Jeffrey Muller, Tony Prescott, Bernd C. Stahl, Henrik Walter, Karl Zilles, Katrin Amunts","Neuron, Vol. 101, No. 3",,,,Elsevier BV,,2019,Gold,True
10.1016/j.clinph.2018.10.021,Article in Journal,https://orbi.uliege.be/handle/2268/232475,http://dx.doi.org/10.1016/j.clinph.2018.10.021,Clinical and electrophysiological investigation of spastic muscle overactivity in patients with disorders of consciousness following severe brain injury,"G. Martens, T. Deltombe, M. Foidart-Dessalle, S. Laureys, A. Thibaut","Clinical Neurophysiology, Vol. 130, No. 2",,,,Elsevier BV,,2019,Green,True
10.1109/EMPDP.2019.8671630,Publication In Conference Or Workshop,https://ieeexplore.ieee.org/document/8671630,http://dx.doi.org/10.1109/empdp.2019.8671630,IO Challenges for Human Brain Atlasing Using Deep Learning Methods - An In-Depth Analysis,"Lena Oden, Christian Schiffer, Hannah Spitzer, Timo Dickscheid, Dirk Pleiter","2019 27th Euromicro International Conference on Parallel, Distributed and Network-Based Processing (PDP)",,,,IEEE,,2019,No,False
10.1109/EMPDP.2019.8671560,Publication In Conference Or Workshop,http://juser.fz-juelich.de/record/861612,http://dx.doi.org/10.1109/empdp.2019.8671560,Arbor — A Morphologically-Detailed Neural Network Simulation Library for Contemporary High-Performance Computing Architectures,"Nora Abi Akar, Ben Cumming, Vasileios Karakasis, Anne Kusters, Wouter Klijn, Alexander Peyser, Stuart Yates","2019 27th Euromicro International Conference on Parallel, Distributed and Network-Based Processing (PDP)",,,,IEEE,,2019,Green,True
10.1038/s41380-019-0358-8,Article in Journal,https://www.nature.com/articles/s41380-019-0358-8.pdf,http://dx.doi.org/10.1038/s41380-019-0358-8,Correction: Dose response of the 16p11.2 distal copy number variant on intracranial volume and basal ganglia,"Ida E. Sønderby, for the 16p11.2 European Consortium, for the ENIGMA-CNV working group, Ómar Gústafsson, Nhat Trung Doan, Derrek P. Hibar, Sandra Martin-Brevet, Abdel Abdellaoui, David Ames, Katrin Amunts, Michael Andersson, Nicola J. Armstrong, Manon Bernard, Nicholas Blackburn, John Blangero, Dorret I. Boomsma, Janita Bralten, Hans-Richard Brattbak, Henry Brodaty, Rachel M. Brouwer, Robin Bülow, Vince Calhoun, Svenja Caspers, Gianpiero Cavalleri, Chi-Hua Chen, Sven Cichon, Simone Ciufolini, Aiden Corvin, Benedicto Crespo-Facorro, Joanne E. Curran, Anders M. Dale, Shareefa Dalvie, Paola Dazzan, Eco J. C. de Geus, Greig I. de Zubicaray, Sonja M. C. de Zwarte, Norman Delanty, Anouk den Braber, Sylvane Desrivières, Gary Donohoe, Bogdan Draganski, Stefan Ehrlich, Thomas Espeseth, Simon E. Fisher, Barbara Franke, Vincent Frouin, Masaki Fukunaga, Thomas Gareau, David C. Glahn, Hans Grabe, Nynke A. Groenewold, Jan Haavik, Asta Håberg, Ryota Hashimoto, Jayne Y. Hehir-Kwa, Andreas Heinz, Manon H. J. Hillegers, Per Hoffmann, Laurena Holleran, Jouke-Jan Hottenga, Hilleke E. Hulshoff, Masashi Ikeda, Neda Jahanshad, Terry Jernigan, Christiane Jockwitz, Stefan Johansson, Gudrun A. Jonsdottir, Erik G. Jönsson, Rene Kahn, Tobias Kaufmann, Sinead Kelly, Masataka Kikuchi, Emma E. M. Knowles, Knut K. Kolskår, John B. Kwok, Stephanie Le Hellard, Costin Leu, Jingyu Liu, Astri J. Lundervold, Arvid Lundervold, Nicholas G. Martin, Karen Mather, Samuel R. Mathias, Mark McCormack, Katie L. McMahon, Allan McRae, Yuri Milaneschi, Clara Moreau, Derek Morris, David Mothersill, Thomas W. Mühleisen, Robin Murray, Jan E. Nordvik, Lars Nyberg, Loes M. Olde Loohuis, Roel Ophoff, Tomas Paus, Zdenka Pausova, Brenda Penninx, Juan M. Peralta, Bruce Pike, Carlos Prieto, Sara Pudas, Erin Quinlan, Daniel S. Quintana, Céline S. Reinbold, Tiago Reis Marques, Alexandre Reymond, Genevieve Richard, Borja Rodriguez-Herreros, Roberto Roiz-Santiañez, Jarek Rokicki, James Rucker, Perminder Sachdev, Anne-Marthe Sanders, Sigrid B. Sando, Lianne Schmaal, Peter R. Schofield, Andrew J. Schork, Gunter Schumann, Jean Shin, Elena Shumskaya, Sanjay Sisodiya, Vidar M. Steen, Dan J. Stein, Stacy Steinberg, Lachlan Strike, Alexander Teumer, Anbu Thalamuthu, Diana Tordesillas-Gutierrez, Jessica Turner, Torill Ueland, Anne Uhlmann, Magnus O. Ulfarsson, Dennis van ’t Ent, Dennis van der Meer, Neeltje E. M. van Haren, Anja Vaskinn, Evangelos Vassos, G. Bragi Walters, Yunpeng Wang, Wei Wen, Christopher D. Whelan, Katharina Wittfeld, Margie Wright, Hidenaga Yamamori, Tetyana Zayats, Ingrid Agartz, Lars T. Westlye, Sébastien Jacquemont, Srdjan Djurovic, Hreinn Stefánsson, Kári Stefánsson, Paul Thompson, Ole A. Andreassen",Molecular Psychiatry,,,,Springer Nature,,2019,Gold,True
10.1101/445882,Article in Journal,https://www.biorxiv.org/content/10.1101/445882v2,http://dx.doi.org/10.1101/445882,"A fast and general method to empirically estimate the complexity of brain responses to transcranial and intracranial stimulations: Supplemental text, figures and table","Renzo Comolatti, Andrea Pigorini, Silvia Casarotto, Matteo Fecchio, Guilherme Faria, Simone Sarasso, Mario Rosanova, Olivia Gosseries, Melanie Boly, Olivier Bodart, Didier Ledoux, Jean-Francois Brichant, Lino Nobili, Steven Laureys, Giulio Tononi, Marcello Massimini, Adenauer G Casali",None,,,,Cold Spring Harbor Laboratory,,2019,Green,False
10.1016/j.neuroimage.2019.01.024,Article in Journal,https://www.sciencedirect.com/science/article/pii/S1053811919300242?via%3Dihub,http://dx.doi.org/10.1016/j.neuroimage.2019.01.024,"The spectral exponent of the resting EEG indexes the presence of consciousness during unresponsiveness induced by propofol, xenon, and ketamine","Michele Angelo Colombo, Martino Napolitani, Melanie Boly, Olivia Gosseries, Silvia Casarotto, Mario Rosanova, Jean-Francois Brichant, Pierre Boveroux, Steffen Rex, Steven Laureys, Marcello Massimini, Arturo Chieregato, Simone Sarasso",NeuroImage,,,,Elsevier BV,,2019,Gold,True
10.1016/j.pneurobio.2019.01.004,Article in Journal,https://www.frontiersin.org/articles/10.3389/fnbeh.2018.00231/full#h10,http://dx.doi.org/10.1016/j.pneurobio.2019.01.004,The circuit architecture of cortical multisensory processing: Distinct functions jointly operating within a common anatomical network,"Guido T. Meijer, Paul E.C. Mertens, Cyriel M.A. Pennartz, Umberto Olcese, Carien S. Lansink",Progress in Neurobiology,,,,Elsevier BV,,2019,Gold,True
10.1523/JNEUROSCI.1985-18.2019,Article in Journal,https://www.hindawi.com/journals/cin/2019/4862157/cta/,http://dx.doi.org/10.1523/jneurosci.1985-18.2019,Hyper-excitability and hyper-plasticity disrupt cerebellar signal transfer in the IB2 KO mouse model of autism,"Teresa Soda, Lisa Mapelli, Francesca Locatelli, Laura Botta, Mitchell Goldfarb, Francesca Prestori, Egidio D'Angelo",The Journal of Neuroscience,,,,Society for Neuroscience,,2019,Green,True
10.3390/mps2010011,Article in Journal,https://www.mdpi.com/2409-9279/2/1/11/htm,https://www.mdpi.com/2409-9279/2/1/11,Large Scale Double-Path Illumination System with Split Field of View for the All-Optical Study of Inter-and Intra-Hemispheric Functional Connectivity on Mice,"Emilia Conti, Anna Allegra Mascaro, Francesco Pavone","Methods and Protocols, Vol. 2, No. 1",,,,MDPI AG,,2019,Gold,True
